target_files,Pub Year,Categ,BT_easiness,Google WC,num_syl_tok_cw,num_let_tok_cw,num_phone_tok_cw,discrepancy_raw_tok_cw,discrepancy_ratio_tok_cw,avg_syl_length_tok_cw,num_cons_char_tok_cw,num_vowel_char_tok_cw,num_cons_phone_tok_cw,num_vowel_phone_tok_cw,avg_phone_per_char_cons_tok_cw,avg_phone_per_char_vowel_tok_cw,avg_phone_per_char_all_tok_cw,number_phone_vowel_tok_cw,number_phone_all_tok_cw,reverse_prior_prob_cons_tok_cw,max_prob_cons_tok_cw,min_prob_cons_tok_cw,mid_prob_cons_tok_cw,number_phone_cons_tok_cw,reverse_prior_prob_vowel_tok_cw,max_prob_vowel_tok_cw,min_prob_vowel_tok_cw,mid_prob_vowel_tok_cw,reverse_prior_prob_all_tok_cw,max_prob_all_tok_cw,mid_prob_all_tok_cw,min_prob_all_tok_cw,Conditional_Probability_Average_tok_cw,weight_max_prob_cons_tok_cw,weight_min_prob_cons_tok_cw,weight_mid_prob_cons_tok_cw,weight_max_prob_vowel_tok_cw,weight_min_prob_vowel_tok_cw,weight_mid_prob_vowel_tok_cw,weight_max_prob_all_tok_cw,weight_mid_prob_all_tok_cw,weight_min_prob_all_tok_cw,Ortho_N_tok_cw,Phono_N_tok_cw,Phono_N_H_tok_cw,OG_N_tok_cw,OG_N_H_tok_cw,Freq_N_tok_cw,Freq_N_P_tok_cw,Freq_N_PH_tok_cw,Freq_N_OG_tok_cw,Freq_N_OGH_tok_cw,OLD_tok_cw,OLDF_tok_cw,PLD_tok_cw,PLDF_tok_cw,subtlexus_log_freq_tok_cw,subtlexus_log_cd_tok_cw,coca_maga_cd_tok_cw,coca_mag_log_freq_tok_cw,num_rhymes_full_elp_tok_cw,num_rhymes_1000_coca_tok_cw,num_rhymes_2500_coca_tok_cw,num_rhymes_5000_coca_tok_cw,num_rhymes_10000_coca_tok_cw
1291,1889,Lit,0.187559148,192,1.557377049,5.786885246,4.475409836,-1.31147541,0.802901379,4.054644809,3.737704918,2.049180328,2.918032787,1.557377049,1.333060109,1.386612022,1.307318501,6.872677596,4.320667447,0.032745831,0.949821702,0.564003981,0.757064949,1.768657299,0.042762541,0.546863115,0.067807076,0.307335096,0.037754186,0.748342408,0.532200022,0.315905529,0.734191608,0.537029815,0.318888222,0.42804502,0.079570605,0.00986618,0.044718393,0.17320065,0.123175419,0.073114983,6.568965517,15.89655172,17.31034483,4.189655172,7.240512821,6.997916667,6.662826087,6.723043478,7.278378378,7.240512821,2.019827586,7.395862069,1.756896552,7.763793103,3.451176667,3.090481667,0.152770134,3.729313029,44.72413793,1.275862069,3.24137931,5.448275862,10.79310345
1292,1889,Lit,-1.031072997,192,1.671052632,5.210526316,4.328947368,-0.881578947,0.848960944,3.4875,3.223684211,1.986842105,2.657894737,1.671052632,1.259868421,1.288815789,1.276530816,6.191666667,4.106093358,0.035319076,0.951819392,0.473418766,0.710035244,2.02052005,0.039287368,0.589755044,0.064468794,0.327111919,0.037303222,0.770787218,0.518573582,0.26894378,0.698406571,0.47107644,0.234305404,0.351412125,0.095249805,0.010412187,0.052830996,0.187717899,0.126293666,0.065498701,7.246575342,14.17808219,14.98630137,3.835616438,7.13245283,6.98671875,7.222923077,7.230461538,7.223921569,7.13245283,1.782575758,7.908333333,1.636363636,8.149848485,3.55788,3.121922667,0.115775524,3.672192048,29.4084507,1.042253521,2.718309859,4.070422535,8.971830986
1294,1909,Info,-2.056437688,191,2.324324324,7.013513514,5.864864865,-1.148648649,0.830608206,3.346621622,4.121621622,2.891891892,3.540540541,2.324324324,1.204440154,1.357432432,1.22726444,6.729054054,4.23981124,0.039013837,0.964304472,0.568839329,0.764042557,1.750568426,0.046388356,0.534450901,0.039890788,0.287170845,0.042701096,0.749377687,0.525606701,0.304365058,0.635656521,0.550852202,0.324945498,0.43645398,0.079424373,0.005928142,0.042676258,0.176747889,0.123969363,0.071787408,3.698630137,7.547945205,8.643835616,1.849315068,7.527083333,6.140697674,6.84625,6.717647059,7.524583333,7.527083333,2.364383562,7.298356164,2.25890411,7.464109589,3.009754054,2.769781081,0.135454696,3.727182713,20.71232877,0.602739726,1.246575342,2.98630137,5.95890411
1297,1907,Lit,-0.925171718,195,1.445945946,5.243243243,4.135135135,-1.108108108,0.790776491,3.857657658,3.337837838,1.905405405,2.689189189,1.445945946,1.236486486,1.396396396,1.311196911,5.950900901,3.798198198,0.03491457,0.955501351,0.592942793,0.771663288,1.645495495,0.039610676,0.633063739,0.073514122,0.35328893,0.037262623,0.794282545,0.562476109,0.333228457,0.752065669,0.580676978,0.360343006,0.468954969,0.10638116,0.012353444,0.059367302,0.209120879,0.148090247,0.087733299,7.256756757,16.94594595,17.39189189,4.297297297,6.944833333,6.74030303,6.923098592,6.917183099,6.977288136,6.944833333,1.767605634,7.792535211,1.540140845,8.15084507,3.116616216,2.837858108,0.111772135,3.625562081,23.59459459,1.148648649,3.391891892,5.540540541,9.067567568
1298,1853,Lit,-0.7272172,152,1.519230769,5.307692308,4.346153846,-0.961538462,0.819556832,3.841346154,3.365384615,1.942307692,2.826923077,1.519230769,1.228846154,1.362179487,1.252419109,6.77724359,4.322836538,0.035452933,0.947911538,0.504425801,0.725532853,1.868429487,0.045016923,0.563746795,0.043026282,0.303386538,0.040234928,0.755829167,0.514459696,0.273726042,0.679724329,0.507330646,0.269973154,0.388311605,0.083182313,0.00634864,0.044765476,0.174845651,0.11900975,0.063320933,8.653846154,18.13461538,19.51923077,5.019230769,7.62,7.151395349,7.202173913,7.183617021,7.662647059,7.62,1.850961538,7.870192308,1.671153846,8.165769231,3.414709615,3.085265385,0.120289007,3.768986006,25.86538462,1.134615385,2.884615385,4.865384615,7.211538462
1299,1852,Lit,-1.152933778,153,2.03125,6.5,5.4375,-1.0625,0.833244837,3.438802083,4.046875,2.453125,3.40625,2.03125,1.290736607,1.274739583,1.243309772,7.21171875,4.501339286,0.03879986,0.957883222,0.515715253,0.73523631,1.790959821,0.050267943,0.541624219,0.025482292,0.283553255,0.044533901,0.74975372,0.509394782,0.270598772,0.660529794,0.534843501,0.287954675,0.410526412,0.075103347,0.003533456,0.039318402,0.166562366,0.11316516,0.060115169,5.857142857,11.79365079,13.04761905,3.523809524,7.274375,6.775121951,7.004418605,7.05,7.29375,7.274375,2.141935484,7.448548387,1.993548387,7.708709677,3.049595238,2.781004762,0.11207482,3.546861565,39.87301587,0.761904762,2.142857143,4.206349206,7.714285714
1501,1878,Lit,-0.280993878,172,1.643835616,5.493150685,4.520547945,-0.97260274,0.838127854,3.605022831,3.438356164,2.054794521,2.876712329,1.643835616,1.221461187,1.337899543,1.247847358,6.392694064,4.074200913,0.03489997,0.963428767,0.613609817,0.784764155,1.755707763,0.041253836,0.582906393,0.085574886,0.334240639,0.038076903,0.77316758,0.559502397,0.349592352,0.726722766,0.548740962,0.349494278,0.446978804,0.091183214,0.013386357,0.052284786,0.189771589,0.137328131,0.08580636,6.666666667,15.79166667,16.52777778,3.847222222,7.240408163,7.155192308,7.256825397,7.260634921,7.239387755,7.240408163,1.858695652,7.666666667,1.731884058,7.842753623,3.555334247,3.078221918,0.145531787,3.787287976,22.7,0.742857143,2.242857143,4.371428571,8.657142857
1502,1878,Lit,-0.74845172,177,1.710144928,5.695652174,4.652173913,-1.043478261,0.811663216,3.730676329,3.304347826,2.391304348,2.942028986,1.710144928,1.164251208,1.54468599,1.270427881,6.354830918,4.039699793,0.03610813,0.966147999,0.562260663,0.761411991,1.724568668,0.037065193,0.603998309,0.034849783,0.319424046,0.036586662,0.785073154,0.540418018,0.298555223,0.719907088,0.560225879,0.326029733,0.441508654,0.095045536,0.005483983,0.050264759,0.194339479,0.133776777,0.073905299,5.376811594,12.47826087,13.55072464,3.275362319,7.677619048,7.311,6.7525,6.807213115,7.705238095,7.677619048,1.936363636,7.746060606,1.756818182,7.945757576,3.611274242,3.217260606,0.219360704,4.087091963,25.65217391,1.173913043,3.31884058,5.637681159,9.130434783
1503,1878,Lit,-1.740491482,164,1.957746479,6.366197183,5.225352113,-1.14084507,0.815602551,3.617370892,3.774647887,2.591549296,3.267605634,1.957746479,1.194030852,1.465962441,1.272317237,6.636619718,4.19545607,0.035797396,0.957041147,0.539844165,0.746747468,1.754292421,0.041478427,0.583990141,0.059311291,0.321650716,0.038637912,0.770515644,0.534199092,0.299577728,0.689468245,0.545542542,0.307727582,0.425668753,0.087995119,0.008936973,0.048466046,0.1836548,0.127328015,0.071405283,4.68115942,12.14492754,13.30434783,2.536231884,7.388684211,7.159777778,6.932631579,6.969830508,7.314444444,7.388684211,2.155147059,7.608970588,1.954411765,7.850735294,3.322834783,2.929918841,0.148107877,3.652181278,21.73913043,0.913043478,2.434782609,4.579710145,7.710144928
1504,1878,Lit,0.938783027,164,1.593220339,5.694915254,4.593220339,-1.101694915,0.810734463,3.798022599,3.542372881,2.152542373,3,1.593220339,1.193785311,1.426553672,1.26098332,6.09039548,3.962570621,0.038360266,0.960181356,0.534727684,0.743842655,1.834745763,0.038393475,0.629228814,0.065293927,0.34726137,0.03837687,0.794705085,0.545552013,0.300010805,0.764185459,0.523332102,0.291445112,0.405420015,0.103314935,0.010720802,0.057017869,0.200552914,0.137676288,0.075711157,6.103448276,15.34482759,16.75862069,3.844827586,6.969782609,7.039,6.662363636,6.700363636,6.964130435,6.969782609,1.8125,7.583571429,1.56875,7.8875,3.430637931,3.106363793,0.131877967,3.768497994,28.4137931,1.051724138,2.775862069,5.482758621,9.224137931
1506,1878,Lit,-0.575850694,190,1.661971831,5.901408451,4.774647887,-1.126760563,0.812314798,4.097183099,3.704225352,2.197183099,3.112676056,1.661971831,1.248122066,1.407042254,1.280510843,6.808215962,4.39213615,0.037378192,0.950715258,0.436844601,0.694511502,1.976056338,0.040583362,0.553947183,0.03935385,0.296650516,0.038980777,0.752331221,0.495581009,0.238099225,0.707456665,0.481117486,0.2210689,0.351463412,0.081364514,0.005780347,0.04357243,0.171290505,0.112833708,0.054210347,5.14084507,12.66197183,14.42253521,2.76056338,7.1852,6.973090909,6.540877193,6.608688525,7.183125,7.1852,2.015492958,7.60084507,1.801408451,7.892816901,3.15953662,2.912040845,0.134834308,3.818190619,32.70422535,0.873239437,1.873239437,2.915492958,8.014084507
1507,1878,Lit,0.142298089,189,1.743243243,5.837837838,4.743243243,-1.094594595,0.807318357,3.643018018,3.554054054,2.283783784,3,1.743243243,1.248873874,1.384459459,1.268865294,6.347972973,4.13490991,0.035857441,0.947865541,0.506625225,0.724007545,1.921846847,0.039195185,0.608330631,0.070686509,0.33950857,0.037526313,0.778098086,0.531758057,0.288655867,0.726540553,0.493205555,0.263613735,0.376724892,0.09583069,0.011135288,0.053482989,0.18817776,0.12860209,0.069809469,6.067567568,13.83783784,14.62162162,3.716216216,7.272666667,6.944423077,6.722833333,6.740166667,7.275111111,7.272666667,2,7.543243243,1.772972973,7.783378378,3.105297297,2.84437027,0.119313061,3.625951699,31.89189189,1.027027027,3,5.77027027,11.08108108
1508,1878,Lit,-0.537529072,195,1.491525424,5.305084746,4.271186441,-1.033898305,0.82381625,3.810734463,3.322033898,1.983050847,2.779661017,1.491525424,1.225423729,1.389830508,1.251553672,6.940677966,4.357768362,0.03438789,0.962385876,0.565147458,0.762654379,1.774858757,0.042355367,0.515966102,0.007502542,0.261734322,0.038371628,0.739175989,0.51219435,0.286325,0.694414786,0.542232373,0.318418272,0.429698631,0.074339438,0.001080952,0.037710195,0.169622597,0.117535928,0.065704502,7.034482759,16.17241379,17.12068966,3.706896552,7.07675,6.996808511,6.6684,6.6384,7.0595,7.07675,1.879090909,7.754727273,1.629090909,8.098181818,3.478638983,3.105576271,0.158133573,3.826598323,33.86206897,1.137931034,2.603448276,5.034482759,9.913793103
1509,1878,Lit,-1.392447302,197,1.472222222,5.055555556,4.166666667,-0.888888889,0.828665123,3.787962963,3.152777778,1.902777778,2.694444444,1.472222222,1.175231481,1.393518519,1.237720959,6.393518519,4.130605159,0.037172702,0.951598776,0.503130919,0.725588112,1.867691799,0.036879502,0.612106481,0.023056597,0.317581539,0.037026102,0.781852629,0.521584826,0.263093758,0.727910283,0.50950525,0.26938648,0.388494564,0.095738595,0.003606245,0.04967242,0.189282829,0.126273223,0.063693756,7.666666667,17.45833333,18.58333333,4.222222222,7.50375,7.161060606,6.892686567,6.828676471,7.511071429,7.50375,1.736428571,7.720285714,1.492857143,7.872571429,3.706836111,3.233984722,0.172175959,3.863254694,26.4084507,1.169014085,2.873239437,5.323943662,9.084507042
1510,1860,Lit,0.277737321,144,1.43902439,5,3.951219512,-1.048780488,0.813472706,3.715447154,3.12195122,1.87804878,2.512195122,1.43902439,1.290243902,1.37804878,1.289721254,7.113821138,4.529297329,0.037629483,0.956889141,0.433614111,0.691498577,1.944773519,0.041954878,0.524800813,0.005906098,0.265353455,0.039792181,0.740844977,0.478426016,0.219760104,0.706302288,0.492031145,0.222963809,0.355567664,0.073772,0.000830229,0.037301114,0.163567309,0.105629192,0.04851969,7.56097561,15.2195122,16.53658537,3.804878049,7.120357143,6.860526316,6.93425,6.923,7.119642857,7.120357143,1.729268293,7.939756098,1.493902439,8.12195122,3.753670732,3.278809756,0.140493545,3.803738393,29.46341463,0.707317073,3.43902439,6.804878049,11
1512,1854,Lit,-0.895007116,144,1.672727273,5.927272727,4.563636364,-1.363636364,0.768497311,3.81969697,3.472727273,2.454545455,2.890909091,1.672727273,1.269393939,1.583333333,1.34452381,6.139393939,4.015151515,0.0391166,0.957720909,0.529590303,0.74138697,1.890909091,0.03357903,0.607686364,0.084339848,0.346013106,0.036347815,0.782703636,0.543700038,0.306965076,0.723471608,0.506487019,0.280071795,0.392079647,0.098981491,0.013737488,0.056359489,0.194937509,0.135412085,0.076451679,6.433962264,15.18867925,16.16981132,3.226415094,7.196875,6.91575,7.215348837,7.197272727,7.211612903,7.196875,1.981,7.641,1.692,8.1206,2.992118519,2.711285185,0.13520228,3.580818901,29.13207547,1.169811321,2.754716981,4.830188679,9.528301887
1513,1854,Lit,-2.063722887,167,1.753424658,6.054794521,4.808219178,-1.246575342,0.786837554,3.73630137,3.547945205,2.506849315,3.054794521,1.753424658,1.24109589,1.523972603,1.31978691,6.174885845,3.936138291,0.037677026,0.950074853,0.562959393,0.755267906,1.697390737,0.03638242,0.614965753,0.091259087,0.35311242,0.037029723,0.782520303,0.554190163,0.32710924,0.665466835,0.559726663,0.331661639,0.444958188,0.099591437,0.014779073,0.057185255,0.198804068,0.140795399,0.083104103,4.383561644,11.02739726,11.78082192,2.369863014,7.306904762,7.1844,6.97,6.91,7.320714286,7.306904762,2.052777778,7.548472222,1.86875,7.734583333,3.155568493,2.894035616,0.115362767,3.656100123,40.93055556,1.180555556,2.916666667,5.611111111,13.30555556
1515,1854,Lit,-0.282288378,194,1.511904762,5.630952381,4.642857143,-0.988095238,0.826147959,3.951388889,3.630952381,2,3.130952381,1.511904762,1.201870748,1.390873016,1.239748677,6.761904762,4.285289116,0.03539552,0.956995493,0.53289708,0.743006052,1.808673469,0.044007083,0.573828373,0.052409821,0.313119097,0.039701302,0.765411933,0.528062574,0.292653451,0.717051087,0.529114575,0.294634211,0.410801653,0.084861942,0.007750748,0.046306345,0.178613837,0.123226826,0.06829258,6.714285714,13.77380952,14.70238095,3.583333333,7.301449275,6.975416667,6.796619718,6.750833333,7.308235294,7.301449275,1.859146341,7.598902439,1.751219512,7.818536585,3.087111905,2.802879762,0.118323012,3.61078595,25.38554217,1.43373494,3.012048193,5.204819277,8.795180723
1516,1874,Info,-1.734617807,181,1.578125,5.734375,4.828125,-0.90625,0.839794147,4.03125,3.5625,2.171875,3.25,1.578125,1.12797619,1.450520833,1.212686012,7.15234375,4.523958333,0.040415195,0.957867708,0.462677865,0.70863724,1.895572917,0.051189401,0.544572917,0.01083724,0.277705078,0.045802298,0.751220313,0.493171159,0.236757552,0.686969725,0.505318313,0.244083391,0.373838027,0.076139086,0.001515201,0.038827144,0.166053765,0.109013197,0.052334158,4.859375,11.171875,12.546875,2.796875,7.377948718,6.574285714,6.592807018,6.657017544,7.378974359,7.377948718,1.926612903,7.623387097,1.80483871,7.826129032,2.831696875,2.60961875,0.111410145,3.576659785,23.8125,1.171875,3.1875,4.65625,7.65625
1517,1888,Lit,-2.062047808,177,2.090909091,6.454545455,5.490909091,-0.963636364,0.837156631,3.36969697,3.709090909,2.745454545,3.4,2.090909091,1.133181818,1.401515152,1.213852814,6.803030303,4.253008658,0.039215046,0.963665974,0.558329567,0.757836407,1.702987013,0.046352061,0.556940909,0.04761803,0.30227947,0.042783553,0.760303442,0.530057938,0.302973799,0.669137918,0.56586807,0.327853097,0.44500422,0.081866592,0.006999532,0.044433062,0.178768374,0.124631286,0.071237522,4.454545455,9.8,10.61818182,2.290909091,7.572173913,7.367647059,6.757567568,6.586923077,7.643636364,7.572173913,2.2,7.357222222,2.071296296,7.663518519,3.190218182,2.939301818,0.118467201,3.628503844,14,0.418181818,1.181818182,2.6,5.509090909
1518,1881,Lit,-1.497583419,155,1.265306122,4.979591837,3.836734694,-1.142857143,0.771137026,4.193877551,3.020408163,1.959183673,2.571428571,1.265306122,1.210884354,1.649659864,1.33537415,5.976190476,3.914115646,0.040212959,0.954319728,0.52247449,0.736301871,1.852040816,0.025755034,0.627826531,0.068780952,0.348303741,0.032983997,0.791073129,0.542302806,0.295627721,0.757940476,0.515280073,0.282107438,0.397562443,0.105054639,0.011509163,0.058281901,0.202107756,0.138550532,0.075528612,7.979591837,19.85714286,20.81632653,4.87755102,7.684390244,7.6125,7.14673913,7.066956522,7.705121951,7.684390244,1.652040816,7.918571429,1.37755102,8.281428571,3.408308163,3.100081633,0.146188172,3.829415791,36.87755102,1.795918367,4.857142857,8.591836735,15.6122449
1519,1922,Info,-0.037241954,143,1.728813559,5.881355932,4.610169492,-1.271186441,0.778080676,3.825423729,3.610169492,2.271186441,2.881355932,1.728813559,1.282082324,1.467514124,1.333280749,6.348305085,3.995621469,0.034480893,0.959899576,0.624010876,0.787985876,1.642937853,0.035574802,0.59644887,0.077086695,0.336767782,0.035027847,0.778174223,0.562376829,0.350548785,0.73469844,0.584257995,0.379814047,0.479620014,0.093954034,0.012142878,0.053048456,0.194756743,0.140748275,0.087733232,5.586206897,14.68965517,15.5,3.189655172,7.607428571,6.880909091,6.6508,6.6758,7.611142857,7.607428571,1.905357143,7.677142857,1.730357143,7.924821429,3.39205,3.106664286,0.135097119,3.805251122,17.87931034,0.948275862,2.137931034,3.5,5.344827586
1520,1909,Info,-0.960598135,191,1.7625,6.1625,5.075,-1.0875,0.821626082,3.844791667,3.8,2.3625,3.3125,1.7625,1.1740625,1.438541667,1.245972222,6.371041667,4.032425595,0.034876181,0.958295149,0.619137619,0.787052009,1.693809524,0.0421175,0.586783333,0.065913375,0.326348354,0.03849684,0.772539241,0.556700182,0.342525497,0.693651544,0.565763231,0.36552966,0.464663823,0.092101632,0.010345777,0.051223704,0.191581772,0.138055909,0.084942794,4.848101266,11.37974684,12.98734177,2.582278481,6.35673913,6.168928571,6.180923077,6.219242424,6.417727273,6.35673913,2.050666667,7.426666667,1.858666667,7.7256,2.83899359,2.589344872,0.093932573,3.466881373,24.17721519,1.050632911,2,3.734177215,6.924050633
1521,1922,Info,-0.517560783,189,1.813333333,6.066666667,5,-1.066666667,0.822416065,3.67,3.626666667,2.44,3.186666667,1.813333333,1.159555556,1.456666667,1.242497354,6.468444444,4.122111111,0.039509611,0.950871111,0.539704889,0.742429333,1.775777778,0.040614889,0.601846889,0.055315978,0.328581433,0.04006225,0.776359,0.535505383,0.297510433,0.688368317,0.535467401,0.303925917,0.418086848,0.093043528,0.008551666,0.050797597,0.188340144,0.129910468,0.072174288,5.573333333,13.38666667,14.8,3.4,7.912142857,7.107627119,6.903870968,6.90390625,7.95325,7.912142857,2.057333333,7.556533333,1.848,7.9264,3.39316,3.067726667,0.160932617,3.948526428,29.84,0.96,2.28,5.32,9.36
1522,1922,Lit,-1.463607868,157,1.525423729,5.813559322,4.745762712,-1.06779661,0.833218994,4.13559322,3.881355932,1.93220339,3.220338983,1.525423729,1.260573043,1.327683616,1.251937046,6.276836158,4.002522195,0.033577458,0.936546772,0.58847732,0.760876453,1.728208232,0.04618774,0.581788136,0.121079096,0.351433616,0.039882599,0.759167454,0.556155034,0.354778208,0.690094326,0.541917782,0.340512971,0.440268967,0.092688119,0.019289829,0.055988974,0.189672266,0.138951143,0.088638661,4.465517241,12.53448276,13.5,2.810344828,6.992727273,7.163170732,6.7504,6.720784314,6.965757576,6.992727273,2.007894737,7.388596491,1.806140351,7.59,3.275298305,2.920191525,0.166821296,3.782573189,16.21052632,1.210526316,2.228070175,3.807017544,5.50877193
1523,1922,Info,-1.465672751,168,2.258064516,6.935483871,5.822580645,-1.112903226,0.830023158,3.455645161,4.177419355,2.758064516,3.564516129,2.258064516,1.252419355,1.344086021,1.256509217,6.679032258,4.258736559,0.040424944,0.959070699,0.514575269,0.734635484,1.83844086,0.046005995,0.594293011,0.040435726,0.317364368,0.043215469,0.776681855,0.525999926,0.277505497,0.671024115,0.521676122,0.279897646,0.399597017,0.08897891,0.006054129,0.04751652,0.182373773,0.123510792,0.065161461,4.338709677,10.93548387,11.69354839,2.467741935,7.464285714,7.223589744,7.050232558,7.0075,7.547037037,7.464285714,2.261666667,7.371166667,2.121666667,7.6115,3.143488525,2.870427869,0.128352812,3.725815046,28.17741935,0.516129032,1.306451613,2.403225806,7.758064516
1524,1909,Info,-1.038890428,183,2.232876712,7.123287671,6.068493151,-1.054794521,0.840655083,3.645988258,4.410958904,2.712328767,3.835616438,2.232876712,1.198972603,1.306392694,1.21194825,6.396086106,4.132599478,0.039317937,0.958301598,0.489525179,0.721693868,1.869112851,0.041876034,0.590557926,0.057942153,0.324250039,0.040596985,0.774429762,0.522971954,0.273733666,0.701814144,0.51270398,0.26190242,0.386115728,0.092331141,0.009059001,0.050695071,0.18739531,0.126547941,0.066237647,3.260273973,8.739726027,9.698630137,1.808219178,7.322058824,7.230833333,6.172075472,6.222142857,7.326666667,7.322058824,2.345070423,7.203239437,2.295070423,7.295211268,3.170469014,2.910871831,0.122909657,3.723608692,22.49315068,0.219178082,0.945205479,2.863013699,5.342465753
1525,1909,Lit,-0.727449806,146,1.537037037,5.388888889,4.37037037,-1.018518519,0.805298354,3.875,3.314814815,2.074074074,2.833333333,1.537037037,1.243496473,1.424382716,1.277895356,6.197530864,4.004673721,0.037729766,0.963829145,0.514241711,0.735017571,1.811816579,0.039178611,0.583345679,0.080928241,0.33213696,0.038454189,0.773587412,0.533577265,0.297584976,0.725398353,0.531968388,0.283826584,0.405679901,0.094125498,0.013058142,0.05359182,0.193171146,0.133238636,0.074309419,7.735849057,18.41509434,19.64150943,4.566037736,7.655641026,7.140444444,6.804166667,6.786666667,7.711794872,7.655641026,1.795283019,7.77490566,1.605660377,8.14245283,3.056346296,2.792874074,0.132193933,3.655937032,50.1509434,1.471698113,3.716981132,8.132075472,15.39622642
1526,1909,Info,0.06258012,152,2.036363636,6.472727273,5.545454545,-0.927272727,0.851139971,3.540909091,4.018181818,2.454545455,3.509090909,2.036363636,1.192554113,1.290909091,1.20027417,6.576060606,4.166893939,0.038149896,0.959371082,0.520761277,0.737769426,1.757727273,0.047373742,0.558942727,0.060791606,0.309867167,0.042761819,0.759156905,0.523818297,0.290776442,0.703386152,0.545802012,0.296269669,0.41972918,0.08499659,0.00924438,0.047120485,0.18218772,0.125709534,0.06978254,4.472727273,10.14545455,10.96363636,2.236363636,7.883846154,7.131714286,7.380512821,7.383589744,7.973076923,7.883846154,2.254545455,7.478545455,2.167272727,7.707090909,3.267138182,2.955536364,0.144011224,3.834186433,32.27272727,0.690909091,2.472727273,4.236363636,9.836363636
1527,1843,Info,-1.880072943,187,2.309859155,7.014084507,5.901408451,-1.112676056,0.833623458,3.276995305,4.112676056,2.901408451,3.591549296,2.309859155,1.171126761,1.299295775,1.23335569,6.611502347,4.198608317,0.040334717,0.96756385,0.500099698,0.729887106,1.785714286,0.045154624,0.582315728,0.05964439,0.320980059,0.04274467,0.774939789,0.525433582,0.279872044,0.683241011,0.541835756,0.280055831,0.408736779,0.088076158,0.009021307,0.048548732,0.184570632,0.125144701,0.066658288,3,6.887323944,7.352112676,1.690140845,8.178846154,7.284651163,7.023409091,7.033636364,8.19,8.178846154,2.317647059,7.302205882,2.228676471,7.511029412,2.874577143,2.687337143,0.086034652,3.479541061,22.56338028,0.943661972,2.563380282,4.183098592,7.507042254
1528,1909,Info,-0.795230717,187,1.971014493,6.434782609,5.304347826,-1.130434783,0.818759542,3.701690821,3.956521739,2.47826087,3.333333333,1.971014493,1.245169082,1.373188406,1.258040028,6.359661836,4.156400966,0.037519184,0.950951932,0.437951208,0.692986353,1.953140097,0.041332295,0.592252657,0.068708865,0.330480761,0.039425739,0.771602295,0.511733557,0.253330036,0.702114335,0.486883626,0.224229285,0.35480627,0.093126439,0.010803855,0.051965147,0.185641929,0.123119391,0.060949374,4.96969697,12.33333333,13.01515152,3.015151515,7.586388889,7.372888889,6.62254902,6.636078431,7.586111111,7.586388889,2.109375,7.45828125,1.9265625,7.77484375,3.172009231,2.88788,0.108963451,3.508245968,21,0.606060606,1.96969697,3.045454545,6.015151515
1529,1909,Lit,-1.027732433,164,1.487179487,5.320512821,4.320512821,-1,0.815460928,3.818376068,3.320512821,2,2.833333333,1.487179487,1.194871795,1.412393162,1.251785714,6.553418803,4.186874237,0.038884667,0.964403816,0.516276221,0.737700046,1.82032967,0.043054936,0.600905983,0.035818269,0.318362126,0.040969802,0.782654899,0.528031086,0.276047245,0.750535997,0.52979624,0.28361688,0.405256288,0.091693512,0.005465585,0.048579548,0.186930597,0.126115822,0.065931583,8.064102564,17.38461538,18.70512821,4.679487179,7.3615625,7.155671642,6.968630137,6.973424658,7.356875,7.3615625,1.728472222,7.811388889,1.540972222,8.111527778,3.252574026,2.922949351,0.125501008,3.618561945,24.73076923,1,2.346153846,4.756410256,8.884615385
1530,1909,Lit,-1.617710055,139,1.396226415,5.490566038,4.264150943,-1.226415094,0.776220425,4.141509434,3.509433962,1.981132075,2.867924528,1.396226415,1.285849057,1.481132075,1.327942498,6.027044025,3.902515723,0.036247612,0.957303729,0.589302606,0.7713427,1.777987421,0.036448302,0.619813836,0.10083478,0.360324308,0.036347957,0.788558783,0.565833504,0.345068693,0.734971204,0.538419854,0.33144363,0.43382911,0.102838777,0.016730387,0.059784582,0.202064217,0.144991986,0.088422115,7.673076923,16.09615385,18.11538462,3.576923077,7.853333333,7.123958333,6.911702128,6.894255319,7.849047619,7.853333333,1.788235294,7.613137255,1.601960784,8.064901961,3.241307692,2.908184615,0.127256522,3.505962658,28.63461538,1,2.576923077,4.25,7.557692308
1531,1909,Lit,-1.681722432,179,1.276923077,4.815384615,3.938461538,-0.876923077,0.824566545,4.003846154,2.984615385,1.830769231,2.661538462,1.276923077,1.146153846,1.512820513,1.243791209,6.417948718,4.149871795,0.040364026,0.962187179,0.468754103,0.713007564,1.881794872,0.038694718,0.596375641,0.072397949,0.334386795,0.039529372,0.77928141,0.523697179,0.270576026,0.721086868,0.51131353,0.249099469,0.378897602,0.092923092,0.011280543,0.052101818,0.187784454,0.12619599,0.065201057,9.076923077,19.87692308,21.6,5.261538462,8.161886792,7.549491525,7.479,7.318709677,8.167735849,8.161886792,1.63125,8.05953125,1.45078125,8.42484375,3.494113846,3.11952,0.150240755,3.76714624,31.46153846,0.738461538,2.261538462,5,9.676923077
